Title,Link,Author Keywords,Index Keywords
"Analysis of sources and sinks of mercury in the urban water cycle of Frankfurt am Main, Germany","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949257059&doi=10.3390%2fw7116097&partnerID=40&md5=51e4cd830a162f3b53e5eea7d97afdb2","Mercury; Precipitation; Sewage sludge; Urban water cycle; Wastewater treatment plants","Effluents; Environmental Protection Agency; Environmental regulations; Fluorescence spectroscopy; Groundwater; Mercury (metal); Plants (botany); Precipitation (chemical); Rivers; Runoff; Sewage sludge; Sewage treatment plants; Storm sewers; Storms; Wastewater treatment; Water conservation; Water treatment; Atomic fluorescence spectroscopy; Combined sewer overflows; Environmental quality standards; Environmental researches; European Water Framework Directive; Storm-water managements; Urban waters; Wastewater treatment plants; River pollution; Abramis brama"
"Assessment of vulnerabilities to climate change for urban water and wastewater infrastructure management: Case study in Dong Nai river basin, Vietnam","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947865853&doi=10.1016%2fj.envdev.2015.06.014&partnerID=40&md5=d2d2e82ce0d06524bfb4f55d6214af74","Climate change; Integrated assessment; Urbanization; Water infrastructure",
"Quantitative assessment of residential water end uses and greywater generation in the City of Al Ain","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924530015&doi=10.2166%2fws.2014.090&partnerID=40&md5=0297f0f5b50ab149b992e73827d1e1f2","End Use; Frequency Analysis; Greywater; Reuse; Water Saving","Aluminum; Cleaning; Potable water; Washing; Wastewater reclamation; Water supply; End-uses; Frequency Analysis; Greywater; Reuse; Water - savings; Water conservation; drinking water; greywater; unclassified drug; water; quantitative analysis; recycling; residential location; waste management; water demand; water supply; water use; Article; cleaning; frequency analysis; hand washing; laundry; quantitative analysis; United Arab Emirates; water analysis; water availability; water supply; Abu Dhabi [United Arab Emirates]; Al Ain; United Arab Emirates"
"Bayesian model of urban water safety management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84909962001&doi=10.30955%2fgnj.001344&partnerID=40&md5=5ebaf7d630363ee528f6463b3d0932c9","Bayes model; Risk analysis; Water supply systems",
"Development of probability distributions for urban hydrologic model parameters and a Monte Carlo analysis of model sensitivity","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906320704&doi=10.1002%2fhyp.10009&partnerID=40&md5=6f6ff192203f8b9fbc40477abc814f82","Hydraulic conductivity; Model uncertainty; Monte Carlo; Philadelphia; SWMM; Urban hydrology","Hydraulic conductivity; Hydrology; Mathematical models; Monte Carlo methods; Parameter estimation; Probability distributions; Storms; Water management; Combined sewer overflows; Model parameter estimation; Model uncertainties; Philadelphia; Saturated hydraulic conductivity; Storm water management model; SWMM; Urban hydrology; Uncertainty analysis; hydraulic conductivity; hydrological modeling; land use; Monte Carlo analysis; probability; runoff; sensitivity analysis; stormwater; uncertainty analysis; urban area; water management; Pennsylvania; Philadelphia; United States"
"Comparison of small-scale providers' and utility performance in urban water supply: The case of Maputo, Mozambique","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897858395&doi=10.2166%2fwp.2013.083&partnerID=40&md5=176f7777db90d4d881adbab37c80c21a","Maputo; Privatization; Pro-poor; Small-scale providers; Water supply; Water utilities",
"Potential impacts of climate warming on water supply reliability in the Tuolumne and Merced River Basins, California","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922235494&doi=10.1371%2fjournal.pone.0084946&partnerID=40&md5=605f1b8e1eec32f809b97ccd43701f51",,"surface water; water; article; climate change; controlled study; environmental factor; environmental impact assessment; environmental temperature; greenhouse effect; hydrology; irrigation (agriculture); process model; river basin; sensitivity analysis; United States; urban area; water supply; watershed; river; water flow; California; Climate Change; Rivers; Water Movements; Water Supply"
"Design and implementation of markets for groundwater pumping rights","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85022094520&doi=10.1007%2f978-94-017-9081-9_15&partnerID=40&md5=0da0954c244cdc95a94ad7518f71cae7","Enforcement; Environmental management; Monitoring; Spatial externalities; Tradable permits; Transboundary conflicts",
"WaterMet2: A tool for integrated analysis of sustainability-based performance of urban water systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007011017&doi=10.5194%2fdwes-7-63-2014&partnerID=40&md5=b8f0bc3d892a441ac924aeecb32bd25e",,"Decision theory; Fluxes; Gas emissions; Greenhouse gases; Population statistics; Strategic materials; Sustainable development; Waterworks; Integrated analysis; Intervention strategy; Multi-criteria decision analysis; Planning horizons; Rapid population growth; Supply reliability; Urban water systems; Waste water systems; Water supply"
"A web-based platform for water efficient households","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949135615&doi=10.1016%2fj.proeng.2014.11.234&partnerID=40&md5=f52e91c4678725f700554a85ab8f158a","Analytics; End-user; ICT; Smart metering; Urban water management; Water-energy nexus; Web applications","Energy utilization; Software prototyping; Systems analysis; Water conservation; Water distribution systems; Water management; Water supply systems; Websites; Analytics; End users; ICT; Smart metering; Urban water management; Water energy; WEB application; Social networking (online)"
"Paleoclimate scenarios to inform decision making in water resource management: Example from Southern California's Inland Empire","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928939431&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000403&partnerID=40&md5=543164133fbfd44a5f8296aa75c1645e","California; Climate change; Droughts; Water management","Climate change; Climate models; Cost benefit analysis; Drought; Water management; Water resources; California; Maximum temperature; Paleoclimate reconstruction; Potential benefits; Southern California; Urban water management; Water management model; Waterresource management; Decision making; climate change; climate modeling; decision making; drought; paleoclimate; water management; California; United States"
"Political ecology of inter-basin water transfers in Turkish water governance","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923597086&doi=10.5751%2fES-06885-190415&partnerID=40&md5=bcaa118b12359184a41a2893afca86cc","Inter-basin water transfers; Political ecology; Turkey; Urban water; Water governance","governance approach; irrigation; policy approach; project assessment; resource allocation; resource scarcity; water demand; water management; water resource; water supply; Turkey"
"A study of water hardness and the prevalence of hypomagnesaemia and hypocalcaemia in healthy subjects of Surat district (Gujarat)","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923136171&doi=10.1684%2fmrh.2014.0373&partnerID=40&md5=c2cb6ac02baf4e3e9798a2faeb51063f","Calcium; Cardiovascular diseases; Hypomagnesemia; Magnesium; RO water purifiers; Water filters; Water hardness","calcium; drinking water; filtered drinking water; magnesium; unclassified drug; calcium; drinking water; magnesium; Article; calcium blood level; cardiovascular disease; controlled study; human; hypocalcemia; hypomagnesemia; India; magnesium blood level; normal human; rural area; urban area; water hardness; analysis; female; hypocalcemia; magnesium deficiency; male; standards; water supply; Calcium; Drinking Water; Female; Healthy Volunteers; Humans; Hypocalcemia; India; Magnesium; Magnesium Deficiency; Male; Water Supply"
"Seasonal dynamics of soil nitrogen availability and phosphorus fractions under urban forest remnants of different vegetation communities in Southern China","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905752740&doi=10.1016%2fj.ufug.2014.03.002&partnerID=40&md5=e5b88644e4fd004dfb8a9da8a2af4c27","Nitrogen mineralization; Phosphorus fractionation; Seasonality; Urban forest soil; Vegetation community","nitrogen; nutrient availability; phosphorus; seasonal variation; soil nutrient; urban forestry; China; Coniferophyta"
"Socio-technological influences on future water demands","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904061811&doi=10.3390%2fw6071961&partnerID=40&md5=6c86ca4cdc30fa9d5d050e5ec84457eb","Urban water demand management; User behaviour; Water saving devices","Housing; Office buildings; Philosophical aspects; Water conservation; Water management; Management measures; Sustainable water supply; Technological efficiency; Urban waters; User behaviour; Water Demand Management; Water supply management; Water-saving devices; Behavioral research; community resource management; sustainability; technological development; water demand; water supply; water use"
"Nodal Analysis of Urban Water Distribution Networks","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903581505&doi=10.1007%2fs11269-014-0660-9&partnerID=40&md5=4f4579fd10b3f2594c247b078ea52543","Computational models; Hydraulic analysis; Looped network; Nodal method; Variational formulation; Water supply","Algorithms; Energy utilization; Optimization; Variational techniques; Water supply; Computational model; Hydraulic analysis; Multivariable functions; Nodal method; Nonlinear system of equations; Optimisation techniques; Urban water distribution networks; Variational formulation; Complex networks; distribution system; energy use; hydraulics; network analysis; nonlinearity; numerical model; optimization; urban area; variance analysis; water supply"
"Analysis of the possible use of solar photovoltaic energy in urban water supply systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901989598&doi=10.3390%2fw6061546&partnerID=40&md5=7e0c3da41c9c9ff44e177c0b09ca6b27","Life cycle cost; Photovoltaic pumping; Solar energy; Sustainable water supply; Urban water supply","Climate change; Energy resources; Greenhouse gases; Reservoirs (water); Solar energy; Water conservation; Water supply; Lifecycle costs; Photovoltaic pumping; Renewable energy source; Solar photovoltaic energies; Sustainable energy supply; Sustainable water supply; Urban water supply; Urban water supply system; Water supply systems; photovoltaic system; reliability analysis; solar power; urban planning; water supply"
"Urban water system metabolism assessment using WaterMet2 model","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899679307&doi=10.1016%2fj.proeng.2014.02.014&partnerID=40&md5=592c1380eb558a2553561dbf4e27e835","Criteria; MCDA; Performance; Simulation; Strategy; Urban water system","Population statistics; Water resources; Water supply; Criteria; MCDA; Performance; Simulation; Strategy; Urban water systems; Waterworks"
